"identificador";"nome";"avaliacao"
AIMS;International Conference on Autonomous Infrastructure, Management and Security;B2
NOMS;IEEE/IFIP Network Operations and Management Symposium;A3
"15240703";GRAPHICAL MODELS (PRINT);A3
"02665611";INVERSE PROBLEMS (PRINT);A2
MobiSys;Annual International Conference on Mobile Systems, Applications, and Services;A1
"2236417X";PERSPECTIVAS EM GESTÃO & CONHECIMENTO;nulo
"16666070";MECÁNICA COMPUTACIONAL;nulo
TACAS;International Conference on Tools and Algorithms for the Construction and Analysis of Systems;A1
ICDMW;IEEE International Conference on Data Mining Workshop (ICDMW);A1
"00916749";JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY;A1
"22361170";REVISTA ELETRÔNICA EM GESTÃO, EDUCAÇÃO E TECNOLOGIA AMBIENTAL;nulo
CHASE;International Workshop on Cooperative and Human Aspects of Software Engineering;A4
ICCABS;International Conference on Computational Advances in Bio and Medical Sciences;B2
"20446055";BMJ OPEN;A1
"01681699";COMPUTERS AND ELECTRONICS IN AGRICULTURE;A1
"16784804";JOURNAL OF THE BRAZILIAN COMPUTER SOCIETY (ONLINE) (JBCS);A2
ISCOPT;International Symposium on Combinatorial Optimization;B2
"10769757";THE JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH (PRINT);A2
BRESCI;Brazilian e-Science Workshop;B4
"10946136";JOURNAL OF SCHEDULING;A2
"09518320";RELIABILITY ENGINEERING & SYSTEMS SAFETY;A1
"16878655";ADVANCES IN SOFTWARE ENGINEERING (PRINT);nulo
"00221147";JOURNAL OF FOOD SCIENCE;A3
"24700045";PHYSICAL REVIEW E;A1
DCOSS;International Conference on Distributed Computing in Sensor Systems;A3
KMO;International Conference on Knowledge Management in Organizations;B3
ISMCR;International Symposium on Measurement and Control in Robotics;B4
"21682194";IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS;A1
VLSI-DAT;International Symposium on VLSI Design, Automation and Test;B2
SENSORS;IEEE Sensors;A4
WOCC;Wireless and Optical Communications Conference;B1
LPAR;International Conference on Logic for Programming, Artificial Intelligence and Reasoning;A3
CVPRW;IEEE Conference on Computer Vision and Pattern Recognition Workshops;A1
SAS;IEEE Sensors Applications Symposium;B1
"01651684";SIGNAL PROCESSING (PRINT);A1
WGRS;Workshop de Gerência e Operação de Redes e Serviços;B4
EAIS;IEEE Conference on Evolving and Adaptive Intelligent Systems;B2
"20907141";JOURNAL OF COMPUTER NETWORKS AND COMMUNICATIONS;A4
"19750080";INTERNATIONAL JOURNAL OF MULTIMEDIA AND UBIQUITOUS ENGINEERING;B3
SBACPADW;International Symposium on Computer Architecture and High Performance Computing Workshop;B3
IAV;IFAC Symposium on Intelligent Autonomous Vehicles;B4
DESE;International Conference on Developments in eSystems Engineering;B3
"15710653";ELECTRONIC NOTES IN DISCRETE MATHEMATICS;B1
VALUETOOLS;EAI International Conference on Performance Evaluation Methodologies and Tools;B1
"18090044";REVISTA TECNOLOGIA E SOCIEDADE;nulo
SMC;IEEE International Conference on Systems, Man and Cybernetics;A3
EUSFLAT;Conference of the European Society for Fuzzy Logic and Technology;B2
"09738215";INTERNATIONAL JOURNAL OF INFORMATION PROCESSING;nulo
"17900832";WSEAS TRANSACTIONS ON INFORMATION SCIENCE AND APPLICATIONS;nulo
PDCAT;International Conference on Parallel and Distributed Computing, Applications and Technologies;B2
"0011183X";CROP SCIENCE;A2
IWANN;International Work-Conference on Artificial and Natural Neural Networks;B1
"16798171";BRAZILIAN JOURNAL OF OPERATIONS AND PRODUCTION MANAGEMENT;nulo
COGNISE;International Workshop on Cognitive Aspects of Information Systems Engineering;B4
"14137895";IRRIGA (UNESP BOTUCATU);B2
"2277128X";INTERNATIONAL JOURNAL OF ADVANCED RESEARCH IN COMPUTER SCIENCE AND SOFTWARE ENGINEERING;nulo
ALIO/EURO;Workshop on Applied Combinatorial Optimization;B4
"15705838";APPLIED ONTOLOGY;A1
"19824432";EXTENSÃO EM FOCO (CURITIBA);nulo
WEBDB;International Workshop on the Web and Databases;B3
ICRAE;International Conference on Robotics and Automation Engineering;B4
ISPDC;International Symposium on Parallel and Distributed Computing;B2
"03088146";FOOD CHEMISTRY;A1
"00374466";SIBERIAN MATHEMATICAL JOURNAL;A4
"08971889";JOURNAL OF DIGITAL IMAGING;A2
"21660824";JOURNAL OF SOFTWARE & SYSTEMS DEVELOPMENT;nulo
W4A;Conference on Web Accessibility;A4
"09328092";MACHINE VISION AND APPLICATIONS;A3
"0956053X";WASTE MANAGEMENT (ELMSFORD);A1
FCTA;International Conference on Fuzzy Computation Theory and Applications;B4
"09762760";INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND ENGINEERING SURVEY;nulo
"09486968";JOURNAL OF UNIVERSAL COMPUTER SCIENCE;A3
GLOBECOM;IEEE Global Communications Conference;A1
ICVS;International Conference on Computer Vision Systems;B1
EUROPKI;European Public Key Infrastructure Workshop;B4
"01033786";TRANSINFORMAÇÃO;A3
PACBB;International Conference on Practical Applications of Computational Biology & Bioinformatics;A4
BMVC;British Machine Vision Conference;A1
"03248569";CONTROL AND CYBERNETICS;B4
"10179909";JOURNAL OF ELECTRONIC IMAGING;B1
ICERI;International Conference of Education, Research and Innovation;B3
CompSysTech;International Conference on Computer Systems and Technologies;B2
SVR;Symposium on Virtual and Augmented Reality;A4
PP;SIAM Conference on Parallel Processing for Scientific Computing;B4
"15731367";SOFTWARE QUALITY JOURNAL (ONLINE);A2
KDMILE;Symposium on Knowledge Discovery, Mining and Learning;B3
SOC;International Symposium on System-on-Chip;B2
"15564681";ACM TRANSACTIONS ON KNOWLEDGE DISCOVERY FROM DATA;A2
EMAS;International Workshop on Engineering Multiagent Systems;B4
CCECE;Canadian Conference on Electrical and Computer Engineering;A4
"09720871";FAR EAST JOURNAL OF MATHEMATICAL SCIENCES: FJMS;B2
"21682267";IEEE TRANSACTIONS ON CYBERNETICS;A1
"09696016";INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH;A2
WTF;Workshop de Testes e Tolerância a Falhas;B4
INFOCOM;IEEE International Conference on Computer Communications;A1
SoftStart;International Workshop on Software Engineering for Startups;B4
UNIF;International Workshop on Unification;B4
CSCWC;International Conference on Scientific Computing;B3
IESS;IFIP International Embedded Systems Symposium;B3
"02712091";INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS (PRINT);A2
"21076839";INTERNATIONAL JOURNAL OF METROLOGY AND QUALITY ENGINEERING;B1
QRSW;IEEE International Conference on Software Quality, Reliability and Security Companion;B2
"18080936";RBC. REVISTA BRASILEIRA DE CARTOGRAFIA (ONLINE);nulo
ISSPIT;IEEE International Symposium on Signal Processing and Information Technology;B2
"17478405";INTERNATIONAL JOURNAL OF SECURITY AND NETWORKS (PRINT);B1
"18082386";BBR. BRAZILIAN BUSINESS REVIEW;B3
"21666261";JOURNAL OF INFORMATION AND DATA MANAGEMENT;nulo
"16874714";EURASIP JOURNAL ON AUDIO, SPEECH AND MUSIC PROCESSING (PRINT);A4
ADVCOMP-IARIA;IARIA International Conference on Advanced Engineering Computing and Applications in Sciences;B4
IFUZZY;International Conference on Fuzzy Theory and its Applications;B3
"09255001";JOURNAL OF GLOBAL OPTIMIZATION;A2
"09266801";JOURNAL OF HIGH SPEED NETWORKS;B2
SYSCON;IEEE International Systems Conference;A4
SEPLN;CONFERENCE OF THE SPANISH SOCIETY FOR NATURAL LANGUAGE PROCESSING;B4
"14645319";INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE (ONLINE);A2
"17124441";JOURNAL OF COMMUNITY INFORMATICS;nulo
"18070302";COMPUTATIONAL & APPLIED MATHEMATICS;A4
ICIV;International Conference on Information Visualisation;B1
"0012365X";DISCRETE MATHEMATICS;A4
"17580374";INTERNATIONAL JOURNAL OF BIO-INSPIRED COMPUTATION (ONLINE);A1
"09226443";REAL-TIME SYSTEMS;A1
"1049331X";ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY;A2
"00217557";JORNAL DE PEDIATRIA (IMPRESSO);A3
"18776132";RECENT PATENTS ON MEDICAL IMAGING;B4
ICPADS;International Conference on Parallel and Distributed Systems;B1
ICORR;IEEE International Conference on Rehabilitation Robotics;A3
"19847726";LETRAS DE HOJE (ONLINE);nulo
"2047217X";GIGASCIENCE (ONLINE);A1
"19355688";INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS IN THE SERVICE SECTOR;B1
"15741702";MULTIAGENT AND GRID SYSTEMS;B1
"15740137";COMPUTER SCIENCE REVIEW;A1
"15635147";MATHEMATICAL PROBLEMS IN ENGINEERING (ONLINE);A2
CGO;International Symposium on Code Generation and Optimization;A2
"15728080";DESIGN AUTOMATION FOR EMBEDDED SYSTEMS (DORDRECHT. ONLINE);A4
INDOCRYPT;International Conference on Cryptology in India;A4
SAC;ACM Symposium on Applied Computing;A2
ISIS;International Conference on Information Security;A4
"00375497";SIMULATION (SAN DIEGO, CALIF.);A4
NeurIPS;Neural Information Processing Systems;A1
"16877470";ADVANCES IN ARTIFICIAL INTELLIGENCE;nulo
SEM;Joint Conference on Lexical and Computational Semantics;A4
ICWNWC;International Conference on Wireless Networks;B1
WCISC;Workshop on Computational Intelligence and Smart Cities;B4
EUROCOMB;European Conference on Combinatorics, Graph Theory and Applications;A3
"19818920";INFORMAÇÃO & INFORMAÇÃO (UEL. ONLINE);nulo
ICUMT;International Conference on Ultra Modern Telecommunications;B1
ICIP;IEEE International Conference on Image Processing;A1
LoPaS;Location Privacy and Security Workshop;B4
"19827199";REVISTA ELETRÔNICA DE EDUCAÇÃO (SÃO CARLOS);nulo
WEBIST;International Conference on Web Information Systems and Technologies;A4
"01675877";PREVENTIVE VETERINARY MEDICINE (PRINT);A1
IJCNLP;International Joint Conference on Natural Language Processing;A3
SEAMS;International Symposium on Software Engineering for Adaptive and Self-Managing Systems;A3
C4BIE;International Workshop on Cloud for Business, Industry and Enterprises;B4
ACM CHI PLAY;Annual Symposium on Computer-Human Interaction in Play;A3
DL;International Workshop on Description Logics;A3
"16168658";FUZZY INFORMATION AND ENGINEERING;A1
ICWSM;International AAAI Conference on Web and Social Media;A1
"21664633";AMERICAN JOURNAL OF ENVIRONMENTAL ENGINEERING;nulo
TRUST;International Workshop on Trust in Agent societies;B4
"22389032";CIPPUS - REVISTA DE INICIAÇÃO CIENTÍFICA DA UNILASALLE;nulo
"19433921";ATTENTION, PERCEPTION & PSYCHOPHYSICS (PRINT);A1
"22784721";RESEARCH INVENTY: INTERNATIONAL JOURNAL OF ENGINEERING AND SCIENCE;nulo
"21613915";TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES (ONLINE);A3
"19313195";JOURNAL OF APPLIED REMOTE SENSING;A3
"19252676";CYBER JOURNALS: MULTIDISCIPLINARY JOURNALS IN SCIENCE AND TECHNOLOGY;nulo
LTEC;International Workshop on Learning Technology for Education Challenges;B4
"24699926";PHYSICAL REVIEW A;A2
WSCAD;Simpósio em Sistemas Computacionais de Alto Desempenho;B1
GLVLSI;ACM Great Lakes Symposium on VLSI;A4
GreenCom;IEEE International Conference on Green Computing and Communications;B2
"0949149X";INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION;A3
"21470030";INTERNATIONAL JOURNAL OF INFORMATION SECURITY SCIENCE;nulo
SENSORNETS;International Conference on Sensor Networks;B2
BEDS;ACM International Conference on Distributed Event-Based Systems;A3
IPDPS;IEEE International Parallel & Distributed Processing Symposium;A1
MMEDIA-IARIA;International Conferences on Advances in Multimedia;B4
"00278424";PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA;A1
"19138997";COMPUTER AND INFORMATION SCIENCE (ONLINE);nulo
"14145685";REVISTA BRASILEIRA DE INFORMÁTICA NA EDUCAÇÃO;B1
PATAT;International Conference on the Practice and Theory of Automated Timetabling;B4
"09236082";MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING;A2
"14738716";INFORMATION VISUALIZATION (PRINT);A4
"10667814";CANADIAN JOURNAL OF APPLIED PHYSIOLOGY;nulo
"2231525X";INTERNATIONAL JOURNAL OF IMAGING AND ROBOTICS;B1
"13890417";COGNITIVE SYSTEMS RESEARCH;A4
PETRA;ACM International Conference on PErvasive Technologies Related to Assistive Environments;A4
ICPME;International Conference on Philosophy, Music and Emotion;B4
CL4LC;Workshop on Computational Linguistics for Linguistic Complexity;B4
MSST;IEEE Symposium on Mass Storage Systems and Technologies;A3
MLDM;International Conference on Machine Learning and Data Mining in Pattern Recognition;B2
"16155289";UNIVERSAL ACCESS IN THE INFORMATION SOCIETY (PRINT);A3
IEEEICCC;IEEE International Conference on Cognitive Computing;A4
"21991073";INTERNET OF THINGS;A3
"19846746";VERITAS ONLINE;nulo
"2162237X";IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS;A1
"16182510";STATISTICAL METHODS & APPLICATIONS;A4
SAT;International Conference on Theory and Applications of Satisfiability Testing;A3
ICCSA;International Conference on Computational Science and Its Applications;A3
"23594756";REVISTA INTERCIENTE;nulo
"23178876";ERGODESIGN & HCI;nulo
"09574158";MECHATRONICS (OXFORD);A1
"03064573";INFORMATION PROCESSING & MANAGEMENT;A1
MVA;IAPR International Conference on Machine Vision Applications;B1
"07407459";IEEE SOFTWARE;A2
"18651348";LECTURE NOTES IN BUSINESS INFORMATION PROCESSING;B1
"0047259X";JOURNAL OF MULTIVARIATE ANALYSIS;A3
"21455074";MUNDO AMAZONICO;nulo
HAPTICS;IEEE Haptics Symposium;A3
LION;Learning and Intelligent Optimization Conference;A4
"15177017";OPUS (BELO HORIZONTE. ONLINE);B2
BioRob;IEEE RAS & EMBS International Conference on Biomedical Robotics and Biomechatronics;A3
"19635605";REVISTA DE SISTEMA DE INFORMAÇÃO DA FSMA;nulo
"23144378";INTERNATIONAL JOURNAL OF GENOMICS (ONLINE);A3
"00223239";JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS;A2
CEC;IEEE Congress on Evolutionary Computation;A1
"13704621";NEURAL PROCESSING LETTERS;A3
"17445760";INTERNATIONAL JOURNAL OF PARALLEL, EMERGENT AND DISTRIBUTED SYSTEMS (PRINT);B1
NOF;International Conference on Network of the Future;B2
"19844301";LETRÔNICA;nulo
HPCA;IEEE International Symposium on High Performance Computer Architecture;A1
DSNW;IEEE International Conference on Dependable Systems and Networks Workshops;B3
"19834659";REA REVISTA DE ADMINISTRAÇÃO DA UFSM;nulo
"23146133";BIOMED RESEARCH INTERNATIONAL;A3
"1519566X";NEOTROPICAL ENTOMOLOGY (IMPRESSO);A4
"09596526";JOURNAL OF CLEANER PRODUCTION;A1
"15587908";IEEE MULTIDISCIPLINARY ENGINEERING EDUCATION MAGAZINE;nulo
"20711050";SUSTAINABILITY;A2
"23594942";REVISTA INTERFACES CIENTÍFICAS ? EXATAS E TECNOLÓGICAS;nulo
SIGIR;International ACM SIGIR Conference on Research and Development in Information Retrieval;A1
SECON;IEEE International Conference on Sensing, Communication and Networking;A2
APCASE;Asia-Pacific Conference on Computer Aided System Engineering;B3
VAMOS;International Workshop on Variability Modelling of Software-intensive Systems;B1
"17938163";INTERNATIONAL JOURNAL OF COMPUTER AND ELECTRICAL ENGINEERING;nulo
"16782089";CONTEXTUS (FORTALEZA);nulo
ESANN;European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning;B1
"17298806";INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS (PRINT);A4
"0974276X";JOURNAL OF PROTEOMICS & BIOINFORMATICS;nulo
"00134686";ELECTROCHIMICA ACTA;A1
"18456421";JOURNAL OF COMMUNICATIONS SOFTWARE AND SYSTEMS (JCSS);B2
"22369619";REVISTA DE RADIODIFUSÃO;nulo
"23526645";JOURNAL OF INNOVATION IN DIGITAL ECOSYSTEMS;nulo
SEGAH;International Conference on Serious Games and Applications for Health;A3
"17440084";INTERNATIONAL JOURNAL OF WEB INFORMATION SYSTEMS (PRINT);B1
"14602067";COMPUTER JOURNAL (ONLINE);A3
"16875877";INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION (ONLINE);A4
IPCVWC;International Conference on Image Processing, Computer Vision, and Pattern Recognition;B3
FPL;International Conference on Field-Programmable Logic and Applications;A2
"15730840";NATURAL HAZARDS (DORDRECHT. ONLINE);A2
"19809735";REVISTA BRASILEIRA DE AGROECOLOGIA;nulo
"12292370";JOURNAL OF COMMUNICATIONS AND NETWORKS (SEOUL. PRINT);A2
COSIT;International Conference on Spatial Information Theory;A3
WMNC;Joint IFIP Wireless and Mobile Networking Conference;A4
"19479220";INTERNATIONAL JOURNAL OF ADAPTIVE, RESILIENT AND AUTONOMIC SYSTEMS;nulo
"16779185";SQL MAGAZINE;nulo
PLATEAU;Workshop on Evaluation and Usability of Programming Languages and Tools;B3
"24235903";JAMSAT - JOURNAL OF ADVANCED MEDICAL SCIENCES AND APPLIED TECHNOLOGIES;nulo
"21758247";REVISTA INNOVARE;nulo
IMCL;International Conference on Interactive Mobile Communication, Technologies and Learning;B2
"03817032";ARS COMBINATORIA;B3
"16666038";JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY (LA PLATA. EN LÍNEA);nulo
"00981354";COMPUTERS & CHEMICAL ENGINEERING;A2
PKC;International Conference on Practice and Theory in Public Key Cryptography;A2
FSTTCS;Annual Conference on Foundations of Software Technology and Theoretical Computer Science;B1
DHM;International Conference on Digital Human Modeling - Applications in Health, Safety, Ergonomics and Risk Management;B2
"03418685";INTERNATIONAL JOURNAL OF PHYSICAL EDUCATION;nulo
"16625102";FRONTIERS IN CELLULAR NEUROSCIENCE;B1
SIMEC;Simpósio de Mecânica Computacional;B4
ICCNC;International Conference on Computing, Networking and Communications;A2
"03608352";COMPUTERS & INDUSTRIAL ENGINEERING;A1
"23013850";UNMANNED SYSTEMS;A4
IRIS;IEEE International Symposium on Robotics and Intelligent Sensors;B3
P2P;International Conference on Peer-to-Peer Computing;B2
USIHC;Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Computador;B4
"19759320";JOURNAL OF CONVERGENCE INFORMATION TECHNOLOGY (GYEONGJU);nulo
FEDCSIS;Federated Conference on Computer Science and Information Systems;A2
ACSAC;Computer Security Applications Conference;A2
"00011452";AIAA JOURNAL (PRINT);A2
"16875265";COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE;A1
"18631703";SIGNAL, IMAGE AND VIDEO PROCESSING;A3
"08966273";NEURON (CAMBRIDGE, MASS.);A1
"07183291";INGENIARE. REVISTA CHILENA DE INGENIERÍA (IMPRESA);B3
"15701263";WEB INTELLIGENCE AND AGENT SYSTEMS;nulo
ICCA;IEEE International Conference on Control and Automation;A4
IPCO;Conference on Integer Programming and Combinatorial Optimization;A3
LASCAS;IEEE Latin American Symposium on Circuits and Systems;B1
"01000233";REVISTA BAIANA DE SAÚDE PUBLICA;nulo
"01677799";TRENDS IN BIOTECHNOLOGY (REGULAR ED.);A1
"16799844";INTERSCIENCE PLACE;nulo
ICCCN;International Conference on Computer Communications and Networks;B2
CRTL+E;Congresso sobre Tecnologias na Educação;B4
"21989281";OPEN JOURNAL OF INFORMATION SYSTEMS;nulo
AM;Audio Mostly on Interaction With Sound;B3
ASE;IEEE/ACM International Conference on Automated Software Engineering;A1
"15500594";CLINICAL EEG AND NEUROSCIENCE;B1
INTELLI-IARIA;IARIA International Conference on Intelligent Systems and Applications;B4
"20565607";INTERNATIONAL JOURNAL OF TOURISM CITIES;A4
"17585996";DIABETOLOGY & METABOLIC SYNDROME;A3
"08353026";JCMCC. JOURNAL OF COMBINATORIAL MATHEMATICS AND COMBINATORIAL COMPUTING;B3
SIYSTOR;ACM International on Systems and Storage Conference;B2
"19422628";INTERNATIONAL JOURNAL ON ADVANCES IN SOFTW;nulo
"15700755";QUANTUM INFORMATION PROCESSING;A2
